,chr,start,end,Input_count,MeCP2_count,corresponding_loci,MeCP2_signal,loci_name
236,chr10,92000001,96000000,1987720.0,5743128.0,chr10_94072935_94082845,1.5307221700520943,chr10_92000001_96000000
237,chr10,92000001,96000000,1987720.0,5743128.0,chr10_94248499_94257428,1.5307221700520943,chr10_92000001_96000000
238,chr10,94000001,98000000,2120284.0,4669868.0,chr10_96171001_96180518,1.1391242522878429,chr10_94000001_98000000
239,chr10,94000001,98000000,2120284.0,4669868.0,chr10_96250380_96260000,1.1391242522878429,chr10_94000001_98000000
240,chr10,96000001,100000000,2137404.0,2372133.0,chr10_98615375_98627822,0.15032527690037226,chr10_96000001_100000000
241,chr10,96000001,100000000,2137404.0,2372133.0,chr10_98750249_98759905,0.15032527690037226,chr10_96000001_100000000
242,chr10,96000001,100000000,2137404.0,2372133.0,chr10_98940738_98950337,0.15032527690037226,chr10_96000001_100000000
243,chr10,97000001,101000000,2033819.0,2026480.0,chr10_99178188_99189355,-0.005215355044345594,chr10_97000001_101000000
244,chr10,99000001,103000000,1922544.0,1786316.0,chr10_101245606_101259872,-0.10602930022420311,chr10_99000001_103000000
245,chr10,101000001,105000000,1770208.0,965130.0,chr10_103742442_103759968,-0.8751237002886817,chr10_101000001_105000000
246,chr10,103000001,107000000,1832179.0,1209185.0,chr10_105512469_105523013,-0.5995254710786426,chr10_103000001_107000000
247,chr10,104000001,108000000,1905295.0,1309906.0,chr10_106245451_106259999,-0.5405511034710236,chr10_104000001_108000000
248,chr10,104000001,108000000,1905295.0,1309906.0,chr10_106655496_106667755,-0.5405511034710236,chr10_104000001_108000000
249,chr10,106000001,110000000,2060060.0,1822655.0,chr10_108748308_108759976,-0.17664484936191693,chr10_106000001_110000000
250,chr10,108000001,112000000,2161239.0,3311888.0,chr10_110958146_110971719,0.6157952641833969,chr10_108000001_112000000
251,chr10,109000001,113000000,2021866.0,2844625.0,chr10_111248296_111259972,0.4925510928833015,chr10_109000001_113000000
252,chr10,109000001,113000000,2021866.0,2844625.0,chr10_111577193_111589334,0.4925510928833015,chr10_109000001_113000000
253,chr10,111000001,115000000,1948350.0,2206883.0,chr10_113747740_113759923,0.17975728053805878,chr10_111000001_115000000
254,chr10,112000001,116000000,1943646.0,1940596.0,chr10_114556829_114569703,-0.0022656779773605426,chr10_112000001_116000000
255,chr10,113000001,117000000,2067810.0,3309471.0,chr10_115377108_115387533,0.6784969987025706,chr10_113000001_117000000
256,chr10,114000001,118000000,2073355.0,5137791.0,chr10_116250960_116259530,1.3091810481459154,chr10_114000001_118000000
257,chr10,115000001,119000000,1982651.0,6076412.0,chr10_117033155_117043820,1.6157889457407237,chr10_115000001_119000000
258,chr10,115000001,119000000,1982651.0,6076412.0,chr10_117677265_117687765,1.6157889457407237,chr10_115000001_119000000
259,chr10,116000001,120000000,1972635.0,6569985.0,chr10_118751886_118759938,1.7357660402750361,chr10_116000001_120000000
260,chr10,116000001,120000000,1972635.0,6569985.0,chr10_118774804_118786149,1.7357660402750361,chr10_116000001_120000000
261,chr10,119000001,123000000,2047051.0,7354572.0,chr10_121252556_121259836,1.845094340198996,chr10_119000001_123000000
262,chr10,121000001,125000000,2015291.0,4926081.0,chr10_123357425_123367638,1.2894521771810485,chr10_121000001_125000000
263,chr10,121000001,125000000,2015291.0,4926081.0,chr10_123751848_123759997,1.2894521771810485,chr10_121000001_125000000
264,chr10,123000001,127000000,2075349.0,3449197.0,chr10_125325988_125336086,0.7329065633758134,chr10_123000001_127000000
265,chr10,124000001,128000000,1970268.0,6882146.0,chr10_126252050_126259982,1.804466616738824,chr10_124000001_128000000
266,chr10,124000001,128000000,1970268.0,6882146.0,chr10_126502013_126511842,1.804466616738824,chr10_124000001_128000000
267,chr10,125000001,129000000,1970734.0,9230932.0,chr10_127530677_127538508,2.2277432551374745,chr10_125000001_129000000
268,chr10,126000001,130000000,1751923.0,8756673.0,chr10_128440696_128454135,2.3214434706507423,chr10_126000001_130000000
269,chr10,126000001,130000000,1751923.0,8756673.0,chr10_128748541_128759793,2.3214434706507423,chr10_126000001_130000000
270,chr11,1000001,5000000,8724759.0,16415896.0,chr11_3752701_3759988,0.9119063100632163,chr11_1000001_5000000
271,chr11,2000001,6000000,9197917.0,19913376.0,chr11_4973207_4984540,1.1143587437452698,chr11_2000001_6000000
272,chr11,3000001,7000000,9640015.0,22921855.0,chr11_5400059_5411584,1.2496165055687025,chr11_3000001_7000000
273,chr11,4000001,8000000,1870396.0,11114418.0,chr11_6248948_6259774,2.571016749687706,chr11_4000001_8000000
274,chr11,4000001,8000000,1870396.0,11114418.0,chr11_6586837_6594983,2.571016749687706,chr11_4000001_8000000
275,chr11,6000001,10000000,1855764.0,6503910.0,chr11_8741462_8759976,1.8092940411177836,chr11_6000001_10000000
276,chr11,9000001,13000000,1845451.0,2333095.0,chr11_11211152_11222104,0.3382716208388104,chr11_9000001_13000000
277,chr11,9000001,13000000,1845451.0,2333095.0,chr11_11247129_11259658,0.3382716208388104,chr11_9000001_13000000
278,chr11,11000001,15000000,1783947.0,1968753.0,chr11_13743335_13756351,0.14220936760387318,chr11_11000001_15000000
279,chr11,14000001,18000000,1765913.0,1508099.0,chr11_16250037_16259991,-0.22768313025429024,chr11_14000001_18000000
280,chr11,16000001,20000000,1902411.0,3004036.0,chr11_18751121_18759885,0.6590731399567783,chr11_16000001_20000000
281,chr11,18000001,22000000,1909790.0,4504390.0,chr11_20468297_20480469,1.2379177359182554,chr11_18000001_22000000
282,chr11,19000001,23000000,1965911.0,5173197.0,chr11_21244969_21259869,1.3958581217166022,chr11_19000001_23000000
283,chr11,20000001,24000000,1947014.0,4429313.0,chr11_22008115_22019716,1.18581969192533,chr11_20000001_24000000
284,chr11,20000001,24000000,1947014.0,4429313.0,chr11_22649953_22662534,1.18581969192533,chr11_20000001_24000000
285,chr11,21000001,25000000,1987822.0,3716209.0,chr11_23747998_23759977,0.9026430651201061,chr11_21000001_25000000
286,chr11,23000001,27000000,2044217.0,2669991.0,chr11_25871923_25882939,0.3852865279120669,chr11_23000001_27000000
287,chr11,24000001,28000000,1910400.0,2161023.0,chr11_26094820_26105284,0.17783968532212033,chr11_24000001_28000000
288,chr11,24000001,28000000,1910400.0,2161023.0,chr11_26240027_26259960,0.17783968532212033,chr11_24000001_28000000
289,chr11,24000001,28000000,1910400.0,2161023.0,chr11_26977715_26990203,0.17783968532212033,chr11_24000001_28000000
290,chr11,26000001,30000000,1759017.0,1504352.0,chr11_28678967_28689549,-0.2256272462471471,chr11_26000001_30000000
291,chr11,26000001,30000000,1759017.0,1504352.0,chr11_28749294_28760000,-0.2256272462471471,chr11_26000001_30000000
292,chr11,29000001,33000000,1883463.0,5884017.0,chr11_31241016_31259272,1.6434137225056331,chr11_29000001_33000000
293,chr11,31000001,35000000,1967112.0,8663788.0,chr11_33752267_33759972,2.138918839497442,chr11_31000001_35000000
294,chr11,32000001,36000000,2067551.0,9895704.0,chr11_34076196_34085162,2.2588794305107687,chr11_32000001_36000000
295,chr11,33000001,37000000,2148560.0,7750610.0,chr11_35885116_35893898,1.8509397940643837,chr11_33000001_37000000
296,chr11,34000001,38000000,2170136.0,5594195.0,chr11_36169642_36177794,1.366145085932457,chr11_34000001_38000000
297,chr11,34000001,38000000,2170136.0,5594195.0,chr11_36252067_36259922,1.366145085932457,chr11_34000001_38000000
298,chr11,36000001,40000000,2105286.0,1815148.0,chr11_38069777_38084188,-0.21392904992664477,chr11_36000001_40000000
299,chr11,36000001,40000000,2105286.0,1815148.0,chr11_38747267_38759865,-0.21392904992664477,chr11_36000001_40000000
300,chr11,38000001,42000000,1855135.0,1056245.0,chr11_40769090_40782599,-0.8125796649514249,chr11_38000001_42000000
301,chr11,39000001,43000000,1867251.0,1140348.0,chr11_41248821_41259967,-0.7114417120220752,chr11_39000001_43000000
302,chr11,41000001,45000000,2026011.0,3080093.0,chr11_43380257_43389315,0.6043319050466412,chr11_41000001_45000000
303,chr11,41000001,45000000,2026011.0,3080093.0,chr11_43748110_43759858,0.6043319050466412,chr11_41000001_45000000
304,chr11,41000001,45000000,2026011.0,3080093.0,chr11_43798666_43808572,0.6043319050466412,chr11_41000001_45000000
305,chr11,42000001,46000000,2106546.0,3772125.0,chr11_44543282_44553580,0.8404980646399992,chr11_42000001_46000000
306,chr11,44000001,48000000,2080508.0,3755151.0,chr11_46251750_46260000,0.851935085874298,chr11_44000001_48000000
307,chr11,44000001,48000000,2080508.0,3755151.0,chr11_46443554_46457242,0.851935085874298,chr11_44000001_48000000
308,chr11,46000001,50000000,1846827.0,4053036.0,chr11_48748102_48759954,1.1339542604130681,chr11_46000001_50000000
309,chr11,48000001,52000000,1842296.0,8521028.0,chr11_50686237_50696570,2.209522615070842,chr11_48000001_52000000
310,chr11,49000001,53000000,1861764.0,10459468.0,chr11_51251121_51259941,2.4900673622323795,chr11_49000001_53000000
311,chr11,50000001,54000000,1961925.0,11582228.0,chr11_52664214_52673445,2.5615710054275675,chr11_50000001_54000000
312,chr11,51000001,55000000,1995344.0,10533892.0,chr11_53747995_53759976,2.400329177699218,chr11_51000001_55000000
313,chr11,52000001,56000000,2025826.0,9870133.0,chr11_54333630_54342625,2.2845592600242566,chr11_52000001_56000000
314,chr11,53000001,57000000,2075541.0,7811759.0,chr11_55169022_55179525,1.9121600103769267,chr11_53000001_57000000
315,chr11,53000001,57000000,2075541.0,7811759.0,chr11_55418695_55428459,1.9121600103769267,chr11_53000001_57000000
316,chr11,54000001,58000000,2023901.0,7571140.0,chr11_56251234_56259977,1.9033718240211142,chr11_54000001_58000000
317,chr11,55000001,59000000,1852612.0,7351018.0,chr11_57712637_57722728,1.9883832907205368,chr11_55000001_59000000
318,chr11,56000001,60000000,1846555.0,9412516.0,chr11_58043133_58052572,2.3497441780364396,chr11_56000001_60000000
319,chr11,56000001,60000000,1846555.0,9412516.0,chr11_58306807_58314877,2.3497441780364396,chr11_56000001_60000000
320,chr11,56000001,60000000,1846555.0,9412516.0,chr11_58743279_58759688,2.3497441780364396,chr11_56000001_60000000
321,chr11,59000001,63000000,1925715.0,13146201.0,chr11_61250868_61260001,2.771179838957328,chr11_59000001_63000000
322,chr11,60000001,64000000,1971070.0,10565170.0,chr11_62318775_62329631,2.422265063447753,chr11_60000001_64000000
323,chr11,61000001,65000000,2112654.0,7880943.0,chr11_63752487_63759921,1.8993117575645422,chr11_61000001_65000000
324,chr11,61000001,65000000,2112654.0,7880943.0,chr11_63908658_63917528,1.8993117575645422,chr11_61000001_65000000
325,chr11,64000001,68000000,2196236.0,5880023.0,chr11_66252141_66259999,1.4207887085035629,chr11_64000001_68000000
326,chr11,66000001,70000000,2075678.0,10757496.0,chr11_68018851_68028837,2.3736877430091643,chr11_66000001_70000000
327,chr11,66000001,70000000,2075678.0,10757496.0,chr11_68751095_68759956,2.3736877430091643,chr11_66000001_70000000
328,chr11,67000001,71000000,2024110.0,12737642.0,chr11_69599220_69610544,2.653738629378442,chr11_67000001_71000000
329,chr11,68000001,72000000,1912031.0,12011432.0,chr11_70033669_70044663,2.651230339831056,chr11_68000001_72000000
330,chr11,68000001,72000000,1912031.0,12011432.0,chr11_70588118_70599437,2.651230339831056,chr11_68000001_72000000
331,chr11,68000001,72000000,1912031.0,12011432.0,chr11_70912349_70925454,2.651230339831056,chr11_68000001_72000000
332,chr11,69000001,73000000,1889198.0,11692790.0,chr11_71251568_71260001,2.629773391953137,chr11_69000001_73000000
333,chr11,69000001,73000000,1889198.0,11692790.0,chr11_71774451_71783156,2.629773391953137,chr11_69000001_73000000
334,chr11,70000001,74000000,1817647.0,9052236.0,chr11_72465179_72473896,2.3162021523853746,chr11_70000001_74000000
335,chr11,71000001,75000000,1788922.0,8271494.0,chr11_73295233_73304920,2.2090574481536653,chr11_71000001_75000000
336,chr11,71000001,75000000,1788922.0,8271494.0,chr11_73741061_73759908,2.2090574481536653,chr11_71000001_75000000
337,chr11,74000001,78000000,1981577.0,11088363.0,chr11_76252579_76259990,2.4843254592373354,chr11_74000001_78000000
338,chr11,76000001,80000000,2012477.0,11454347.0,chr11_78146469_78156058,2.508851014192296,chr11_76000001_80000000
339,chr11,76000001,80000000,2012477.0,11454347.0,chr11_78290781_78302013,2.508851014192296,chr11_76000001_80000000
340,chr11,76000001,80000000,2012477.0,11454347.0,chr11_78495161_78503027,2.508851014192296,chr11_76000001_80000000
341,chr11,76000001,80000000,2012477.0,11454347.0,chr11_78749105_78759953,2.508851014192296,chr11_76000001_80000000
342,chr11,79000001,83000000,2080388.0,10469715.0,chr11_81251425_81259863,2.3312976441706885,chr11_79000001_83000000
343,chr11,81000001,85000000,2021634.0,9148142.0,chr11_83748715_83759987,2.177956926878061,chr11_81000001_85000000
344,chr11,82000001,86000000,1995039.0,9266387.0,chr11_84052792_84063653,2.2155899868962976,chr11_82000001_86000000
345,chr11,84000001,88000000,2070580.0,7736192.0,chr11_86248904_86259943,1.9015886561623798,chr11_84000001_88000000
346,chr11,86000001,90000000,1914080.0,7624437.0,chr11_88751701_88759863,1.9939796814075021,chr11_86000001_90000000
347,chr11,86000001,90000000,1914080.0,7624437.0,chr11_88840555_88848716,1.9939796814075021,chr11_86000001_90000000
348,chr11,87000001,91000000,1898984.0,7477494.0,chr11_89620948_89631193,1.977327097687495,chr11_87000001_91000000
349,chr11,89000001,93000000,1966311.0,3059621.0,chr11_91249123_91259985,0.6378614326846056,chr11_89000001_93000000
350,chr11,91000001,95000000,1965702.0,4752519.0,chr11_93751347_93759975,1.2736477686092207,chr11_91000001_95000000
351,chr11,93000001,97000000,1943632.0,11484209.0,chr11_95689422_95700122,2.562824495924153,chr11_93000001_97000000
352,chr11,94000001,98000000,1874813.0,15147468.0,chr11_96252432_96259955,3.0142580490218345,chr11_94000001_98000000
353,chr11,95000001,99000000,1892806.0,15757447.0,chr11_97139857_97147836,3.057435353146483,chr11_95000001_99000000
354,chr11,96000001,100000000,1877237.0,13356887.0,chr11_98751740_98759978,2.830901101610095,chr11_96000001_100000000
355,chr11,98000001,102000000,1870802.0,13009612.0,chr11_100738081_100747384,2.7978491543019053,chr11_98000001_102000000
356,chr11,99000001,103000000,1882878.0,13404537.0,chr11_101251242_101259961,2.8317099592140815,chr11_99000001_103000000
357,chr11,100000001,104000000,1889997.0,15397981.0,chr11_102014896_102027194,3.0262853460146144,chr11_100000001_104000000
358,chr11,101000001,105000000,1898711.0,13699080.0,chr11_103751349_103759972,2.8509867713954526,chr11_101000001_105000000
359,chr11,104000001,108000000,2001966.0,9598003.0,chr11_106252339_106260001,2.2613167913387113,chr11_104000001_108000000
360,chr11,104000001,108000000,2001966.0,9598003.0,chr11_106814325_106823080,2.2613167913387113,chr11_104000001_108000000
361,chr11,105000001,109000000,2017661.0,9178605.0,chr11_107031695_107041275,2.185591105433432,chr11_105000001_109000000
362,chr11,106000001,110000000,2107966.0,9706937.0,chr11_108751539_108759888,2.203164531083938,chr11_106000001_110000000
363,chr11,107000001,111000000,2132928.0,7947530.0,chr11_109494692_109504211,1.8976712909079645,chr11_107000001_111000000
364,chr11,107000001,111000000,2132928.0,7947530.0,chr11_109707720_109716681,1.8976712909079645,chr11_107000001_111000000
365,chr11,109000001,113000000,2221226.0,4941906.0,chr11_111251218_111259929,1.153711381179978,chr11_109000001_113000000
366,chr11,109000001,113000000,2221226.0,4941906.0,chr11_111514171_111535553,1.153711381179978,chr11_109000001_113000000
367,chr11,110000001,114000000,2108869.0,7616744.0,chr11_112820163_112829475,1.8527049275954675,chr11_110000001_114000000
368,chr11,111000001,115000000,2026494.0,11089428.0,chr11_113683650_113692769,2.4521271432551863,chr11_111000001_115000000
369,chr11,111000001,115000000,2026494.0,11089428.0,chr11_113751207_113759997,2.4521271432551863,chr11_111000001_115000000
370,chr11,113000001,117000000,1885961.0,20182439.0,chr11_115403529_115412048,3.419728783481136,chr11_113000001_117000000
371,chr11,114000001,118000000,1863979.0,20782891.0,chr11_116250868_116259978,3.4789388425392223,chr11_114000001_118000000
372,chr11,116000001,120000000,1934661.0,24342606.0,chr11_118753134_118760000,3.653330926058935,chr11_116000001_120000000
373,chr11,119000001,122082542,1399039.0,14089982.0,chr11_120998159_121010644,3.3321616834571044,chr11_119000001_122082542
374,chr11,119000001,122082542,1399039.0,14089982.0,chr11_121251294_121259989,3.3321616834571044,chr11_119000001_122082542
375,chr11,119000001,122082542,1399039.0,14089982.0,chr11_121514467_121522938,3.3321616834571044,chr11_119000001_122082542
376,chr12,1000001,5000000,884229.0,3428206.0,chr12_3750871_3759992,1.954961847067685,chr12_1000001_5000000
377,chr12,2000001,6000000,1420057.0,5079232.0,chr12_4713136_4724281,1.8386615327163938,chr12_2000001_6000000
378,chr12,4000001,8000000,2010829.0,3949153.0,chr12_6250320_6259053,0.9737528617540072,chr12_4000001_8000000
379,chr12,6000001,10000000,1932462.0,3884907.0,chr12_8674715_8692174,1.0074400174390865,chr12_6000001_10000000
380,chr12,6000001,10000000,1932462.0,3884907.0,chr12_8751096_8760001,1.0074400174390865,chr12_6000001_10000000
381,chr12,6000001,10000000,1932462.0,3884907.0,chr12_8922150_8933296,1.0074400174390865,chr12_6000001_10000000
382,chr12,9000001,13000000,1927805.0,3171021.0,chr12_11246683_11259909,0.7179883032264398,chr12_9000001_13000000
383,chr12,9000001,13000000,1927805.0,3171021.0,chr12_11363477_11372500,0.7179883032264398,chr12_9000001_13000000
384,chr12,10000001,14000000,1955822.0,3264993.0,chr12_12797478_12807567,0.739304822583902,chr12_10000001_14000000
385,chr12,11000001,15000000,1955709.0,3182574.0,chr12_13114005_13122283,0.7025023392684026,chr12_11000001_15000000
386,chr12,11000001,15000000,1955709.0,3182574.0,chr12_13747202_13757644,0.7025023392684026,chr12_11000001_15000000
387,chr12,14000001,18000000,1765670.0,4412526.0,chr12_16251010_16259958,1.3213890477053851,chr12_14000001_18000000
388,chr12,19000001,23000000,256424.0,1373190.0,chr12_21251336_21259990,2.4209280538815907,chr12_19000001_23000000
389,chr12,19000001,23000000,256424.0,1373190.0,chr12_21440179_21451991,2.4209280538815907,chr12_19000001_23000000
390,chr12,24000001,28000000,1673666.0,4492977.0,chr12_26250232_26259965,1.4246600269595275,chr12_24000001_28000000
