loci_name,name,id,chr,chr_order,library,adjacent_genes_10kb_tss,adjacent_genes_50kb_tss,adjacent_genes_100kb_tss,adjacent_genes_200kb_tss,adjacent_genes_500kb_tss,adjacent_genes_1000kb_tss,adjacent_genes_1500kb_tss,adjacent_genes_2000kb_tss
chr2_86240145_86259611,2:86240145-86259611,113,2,69.0,CTP11,intergenic,intergenic,Gm13719,Gm13719; Gm13722,Gm13719; Gm13722; Olfr1030; Olfr1033; Olfr1089,Gm13719; Gm13722; Gm13730; Gm13733; Gm13735; Nlk-ps1; Olfr1005-ps1; Olfr1030; Olfr1033; Olfr1089; Olfr987; Olfr988; Olfr990-ps1,4930443O20Rik; Aplnr; Gm13712; Gm13715; Gm13719; Gm13722; Gm13728; Gm13729; Gm13730; Gm13732; Gm13733; Gm13735; Gm13736; Gm13743; Gm13744; Gm1826; Gm19426; Lrrc55; Mir130a; Nlk-ps1; Olfr1005-ps1; Olfr1030; Olfr1033; Olfr1089; Olfr1124; Olfr1127-ps1; Olfr153; Olfr987; Olfr988; Olfr990-ps1; P2rx3; Pramel6; Rtn4rl2; Serping1; Slc43a1; Slc43a3; Smtnl1; Ssrp1; Timm10; Tnks1bp1; Ube2l6,4930443O20Rik; Aplnr; Btbd18; Calcrl; Clp1; Ctnnd1; Gm13710; Gm13712; Gm13715; Gm13719; Gm13722; Gm13728; Gm13729; Gm13730; Gm13732; Gm13733; Gm13735; Gm13736; Gm13743; Gm13744; Gm1826; Gm19426; Lrrc55; Med19; Mir130a; Nlk-ps1; Olfr1005-ps1; Olfr1030; Olfr1033; Olfr1089; Olfr1124; Olfr1127-ps1; Olfr153; Olfr987; Olfr988; Olfr990-ps1; P2rx3; Pramel6; Rtn4rl2; Serping1; Slc43a1; Slc43a3; Smtnl1; Ssrp1; Tfpi; Timm10; Tmx2; Tnks1bp1; Ube2l6; Ypel4; Zdhhc5
chr2_88745912_88759928,2:88745912-88759928,114,2,70.0,CTP11,intergenic,intergenic,intergenic,Gm13758,Gm13758; Gm13761; Olfr1181,Gm13758; Gm13761; Olfr1181,Gm13728; Gm13729; Gm13732; Gm13736; Gm13743; Gm13744; Gm13758; Gm13761; Gm13768; Gm1826; Gm18953; Olfr1124; Olfr1127-ps1; Olfr1181; Olfr153; Pramel6,Fnbp4; Gm13728; Gm13729; Gm13730; Gm13732; Gm13733; Gm13735; Gm13736; Gm13743; Gm13744; Gm13758; Gm13761; Gm13767; Gm13768; Gm1826; Gm18953; Nlk-ps1; Nup160; Olfr1124; Olfr1127-ps1; Olfr1181; Olfr153; Pramel6; Ptprj; Rpl30-ps3
chr2_91252917_91259969,2:91252917-91259969,115,2,71.0,CTP11,Arfgap2; Pacsin3,Arfgap2; Ddb2; Pacsin3,Acp2; Arfgap2; Ddb2; Gm13787; Madd; Nr1h3; Pacsin3,1110051M20Rik; Acp2; Arfgap2; Ddb2; Gm13787; Lrp4; Madd; Mybpc3; Nr1h3; Pacsin3; Psmc3; Slc39a13; Spi1,1110051M20Rik; Acp2; Agbl2; Ambra1; Arfgap2; Arhgap1; Atg13; C1qtnf4; Celf1; Ckap5; Ddb2; F2; Gm13770; Gm13772; Gm13776; Gm13787; Gm32514; Harbi1; Kbtbd4; Lrp4; Madd; Mtch2; Mybpc3; Ndufs3; Nr1h3; Pacsin3; Psmc3; Ptpmt1; Rapsn; Slc39a13; Snord67; Spi1; Zfp408,1110051M20Rik; Acp2; Agbl2; Ambra1; Arfgap2; Arhgap1; Atg13; C1qtnf4; Celf1; Chrm4; Ckap5; Creb3l1; Ddb2; Dgkz; F2; Fnbp4; Gm13767; Gm13770; Gm13772; Gm13776; Gm13787; Gm32514; Harbi1; Kbtbd4; Lrp4; Madd; Mdk; Mir1955; Mir6999; Mtch2; Mybpc3; Ndufs3; Nr1h3; Nup160; Pacsin3; Phf21a; Psmc3; Ptpmt1; Ptprj; Rapsn; Rpl30-ps3; Slc39a13; Snord67; Spi1; Zfp408,1110051M20Rik; 1700029I15Rik; Acp2; Agbl2; Ambra1; Arfgap2; Arhgap1; Atg13; C1qtnf4; Celf1; Chrm4; Chst1; Ckap5; Creb3l1; Cry2; D930015M05Rik; Ddb2; Dgkz; F2; Fnbp4; Gm13767; Gm13768; Gm13770; Gm13772; Gm13776; Gm13785; Gm13787; Gm13817; Gm18953; Gm32514; Harbi1; Kbtbd4; Lrp4; Madd; Mapk8ip1; Mdk; Mir1955; Mir6999; Mtch2; Mybpc3; Ndufs3; Nr1h3; Nup160; Pacsin3; Pex16; Phf21a; Psmc3; Ptpmt1; Ptprj; Rapsn; Rpl30-ps3; Slc35c1; Slc39a13; Snord67; Spi1; Zfp408,1110051M20Rik; 1700029I15Rik; 4631405J19Rik; Acp2; Agbl2; Ambra1; Arfgap2; Arhgap1; Atg13; C1qtnf4; Celf1; Chrm4; Chst1; Ckap5; Creb3l1; Cry2; D930015M05Rik; Ddb2; Dgkz; F2; Fnbp4; Gm13767; Gm13768; Gm13770; Gm13772; Gm13776; Gm13785; Gm13787; Gm13791; Gm13817; Gm18953; Gm32514; Harbi1; Kbtbd4; Lrp4; Madd; Mapk8ip1; Mdk; Mir1955; Mir6999; Mtch2; Mybpc3; Ndufs3; Nr1h3; Nup160; Pacsin3; Pex16; Phf21a; Prdm11; Psmc3; Ptpmt1; Ptprj; Rapsn; Rpl30-ps3; Slc35c1; Slc39a13; Snord67; Spi1; Syt13; Trp53i11; Zfp408
chr2_91317451_91327706,2:91317451-91327706,113,2,72.0,CTP13,intergenic,Gm13787,Arfgap2; Ddb2; Gm13787; Pacsin3,1110051M20Rik; Acp2; Arfgap2; Ckap5; Ddb2; Gm13770; Gm13787; Lrp4; Madd; Mybpc3; Nr1h3; Pacsin3,1110051M20Rik; Acp2; Ambra1; Arfgap2; Arhgap1; Atg13; C1qtnf4; Celf1; Ckap5; Ddb2; F2; Gm13770; Gm13776; Gm13787; Gm32514; Harbi1; Kbtbd4; Lrp4; Madd; Mtch2; Mybpc3; Ndufs3; Nr1h3; Pacsin3; Psmc3; Ptpmt1; Rapsn; Slc39a13; Snord67; Spi1; Zfp408,1110051M20Rik; Acp2; Agbl2; Ambra1; Arfgap2; Arhgap1; Atg13; C1qtnf4; Celf1; Chrm4; Ckap5; Creb3l1; Ddb2; Dgkz; F2; Fnbp4; Gm13767; Gm13770; Gm13772; Gm13776; Gm13785; Gm13787; Gm32514; Harbi1; Kbtbd4; Lrp4; Madd; Mdk; Mir1955; Mir6999; Mtch2; Mybpc3; Ndufs3; Nr1h3; Nup160; Pacsin3; Phf21a; Psmc3; Ptpmt1; Ptprj; Rapsn; Rpl30-ps3; Slc39a13; Snord67; Spi1; Zfp408,1110051M20Rik; 1700029I15Rik; Acp2; Agbl2; Ambra1; Arfgap2; Arhgap1; Atg13; C1qtnf4; Celf1; Chrm4; Chst1; Ckap5; Creb3l1; Cry2; D930015M05Rik; Ddb2; Dgkz; F2; Fnbp4; Gm13767; Gm13768; Gm13770; Gm13772; Gm13776; Gm13785; Gm13787; Gm13817; Gm18953; Gm32514; Harbi1; Kbtbd4; Lrp4; Madd; Mapk8ip1; Mdk; Mir1955; Mir6999; Mtch2; Mybpc3; Ndufs3; Nr1h3; Nup160; Pacsin3; Pex16; Phf21a; Psmc3; Ptpmt1; Ptprj; Rapsn; Rpl30-ps3; Slc35c1; Slc39a13; Snord67; Spi1; Zfp408,1110051M20Rik; 1700029I15Rik; 4631405J19Rik; Acp2; Agbl2; Ambra1; Arfgap2; Arhgap1; Atg13; C1qtnf4; Celf1; Chrm4; Chst1; Ckap5; Creb3l1; Cry2; D930015M05Rik; Ddb2; Dgkz; F2; Fnbp4; Gm13767; Gm13768; Gm13770; Gm13772; Gm13776; Gm13785; Gm13787; Gm13791; Gm13817; Gm18953; Gm32514; Harbi1; Kbtbd4; Lrp4; Madd; Mapk8ip1; Mdk; Mir1955; Mir6999; Mtch2; Mybpc3; Ndufs3; Nr1h3; Nup160; Pacsin3; Pex16; Phf21a; Prdm11; Psmc3; Ptpmt1; Ptprj; Rapsn; Rpl30-ps3; Slc35c1; Slc39a13; Snord67; Spi1; Syt13; Trp53i11; Zfp408
chr2_93751220_93759953,2:93751220-93759953,116,2,73.0,CTP11,intergenic,intergenic,Accs; Ext2,Accs; Accsl; Alx4; Ext2; Gm1335; Gm13889,Accs; Accsl; Alkbh3; Alx4; Cd82; Ext2; Gm1335; Gm13889; Hsd17b12; Mir129-2; Tspan18,2810002D19Rik; 4631405J19Rik; Accs; Accsl; Alkbh3; Alx4; Api5; Cd82; Ext2; Gm1335; Gm13788; Gm13791; Gm13889; Hsd17b12; Itpa-ps1; Mir129-2; Mir670; Prdm11; Syt13; Trp53i11; Tspan18; Ttc17,1700029I15Rik; 2810002D19Rik; 4631405J19Rik; Accs; Accsl; Alkbh3; Alx4; Api5; Cd82; Chst1; Cry2; D930015M05Rik; Ext2; Gm1335; Gm13785; Gm13788; Gm13791; Gm13817; Gm13889; Hsd17b12; Itpa-ps1; Mapk8ip1; Mir129-2; Mir670; Pex16; Prdm11; Slc35c1; Syt13; Trp53i11; Tspan18; Ttc17,1700029I15Rik; 2810002D19Rik; 4631405J19Rik; Accs; Accsl; Alkbh3; Alx4; Api5; Cd82; Chrm4; Chst1; Creb3l1; Cry2; D930015M05Rik; Dgkz; Ext2; Gm1335; Gm13785; Gm13788; Gm13791; Gm13817; Gm13889; Hsd17b12; Itpa-ps1; Mapk8ip1; Mdk; Mir129-2; Mir1955; Mir670; Mir6999; Pex16; Phf21a; Prdm11; Slc35c1; Syt13; Trp53i11; Tspan18; Ttc17
chr2_96246868_96259931,2:96246868-96259931,117,2,74.0,CTP11,intergenic,intergenic,Lrrc4c,Lrrc4c,Lrrc4c,Gm17075; Gm17076; Lrrc4c,Gm17075; Gm17076; Lrrc4c,2810002D19Rik; Api5; Gm13788; Gm13803; Gm17075; Gm17076; Itpa-ps1; Lrrc4c; Mir670; Ttc17
chr2_97604628_97617275,2:97604628-97617275,114,2,75.0,CTP13,intergenic,intergenic,intergenic,intergenic,Gm13803,Gm13803; Gm17075; Gm17076,Gm13803; Gm17075; Gm17076; Lrrc4c,Gm13803; Gm13809; Gm17075; Gm17076; Lrrc4c
chr2_98740004_98757539,2:98740004-98757539,118,2,76.0,CTP11,intergenic,intergenic,intergenic,intergenic,intergenic,Gm13803; Gm13809,Gm13803; Gm13809,Gm13803; Gm13809; Gm13810; Gm17075; Gm17076
chr2_101249598_101259587,2:101249598-101259587,119,2,77.0,CTP11,intergenic,intergenic,intergenic,intergenic,B230118H07Rik; Rag1; Rag2; Traf6,B230118H07Rik; Commd9; Gm13810; Gm13866; Ldlrad3; Prr5l; Rag1; Rag2; Traf6,B230118H07Rik; Commd9; Fjx1; Gm13810; Gm13866; Ldlrad3; Pamr1; Prr5l; Rag1; Rag2; Slc1a2; Traf6; Trim44,Apip; B230118H07Rik; Cd44; Commd9; Fjx1; Gm13809; Gm13810; Gm13866; Ldlrad3; Pamr1; Pdhx; Prr5l; Rag1; Rag2; Slc1a2; Traf6; Trim44
chr2_103751425_103759975,2:103751425-103759975,120,2,78.0,CTP11,Nat10,Caprin1; Nat10,4930547E08Rik; Caprin1; Gm13880; Nat10,4930547E08Rik; Abtb2; Caprin1; Gm13880; Lmo2; Nat10,4930547E08Rik; 4931422A03Rik; A930018P22Rik; Abtb2; Caprin1; Cat; Cd59a; Cd59b; Ehf; Elf5; Fbxo3; Gm13880; Lmo2; Nat10,4930547E08Rik; 4931422A03Rik; A930018P22Rik; Abtb2; Apip; Caprin1; Cat; Cd44; Cd59a; Cd59b; Cstf3; D430041D05Rik; Depdc7; Ehf; Elf5; Fbxo3; Gm13870; Gm13880; Gm13882; Gm13884; Hipk3; Lmo2; Nat10; Pdhx; Pin1rt1; Tcp11l1,4930547E08Rik; 4931422A03Rik; A930018P22Rik; Abtb2; Apip; Caprin1; Cat; Ccdc73; Cd44; Cd59a; Cd59b; Cstf3; D430041D05Rik; Depdc7; Ehf; Eif3m; Elf5; Fbxo3; Fjx1; Gm13870; Gm13880; Gm13882; Gm13884; Gm13886; Gm13888; Hipk3; Lmo2; Nat10; Pamr1; Pdhx; Pin1rt1; Prrg4; Qser1; Slc1a2; Tcp11l1; Trim44; Wt1,4930547E08Rik; 4931422A03Rik; A930018P22Rik; Abtb2; Apip; Caprin1; Cat; Ccdc73; Cd44; Cd59a; Cd59b; Commd9; Cstf3; D430041D05Rik; Depdc7; Ehf; Eif3m; Elf5; Fbxo3; Fjx1; Gm13866; Gm13870; Gm13880; Gm13882; Gm13884; Gm13886; Gm13888; Hipk3; Ldlrad3; Lmo2; Nat10; Pamr1; Paupar; Pax6; Pax6os1; Pdhx; Pin1rt1; Prr5l; Prrg4; Qser1; Rcn1; Rpl10-ps1; Slc1a2; Tcp11l1; Trim44; Wt1
chr2_106251060_106259937,2:106251060-106259937,121,2,79.0,CTP11,intergenic,intergenic,intergenic,intergenic,Dcdc5; Dnajc24; Elp4; Gm14015; Immp1l; Mpped2,Arl14ep; Dcdc5; Dnajc24; Elp4; Gm13902; Gm13904; Gm14015; Immp1l; Mpped2; Paupar; Pax6; Pax6os1; Rcn1; Rpl10-ps1,Arl14ep; Ccdc73; Dcdc5; Dnajc24; Eif3m; Elp4; Gm13886; Gm13888; Gm13902; Gm13904; Gm14015; Immp1l; Kcna4; Mpped2; Paupar; Pax6; Pax6os1; Prrg4; Qser1; Rcn1; Rpl10-ps1; Wt1,Arl14ep; Ccdc73; Cstf3; D430041D05Rik; Dcdc5; Depdc7; Dnajc24; Eif3m; Elp4; Gm13870; Gm13882; Gm13884; Gm13886; Gm13888; Gm13902; Gm13904; Gm14015; Hipk3; Immp1l; Kcna4; Mpped2; Paupar; Pax6; Pax6os1; Pin1rt1; Prrg4; Qser1; Rcn1; Rpl10-ps1; Tcp11l1; Wt1
chr2_108748599_108759861,2:108748599-108759861,122,2,80.0,CTP11,intergenic,Gm13914,Gm13914,Gm13914; Gm13915; Rpl35a-ps4,Gm13912; Gm13914; Gm13915; Gm13923; Rpl35a-ps4,Bdnf; Gm13912; Gm13914; Gm13915; Gm13923; Gm13924; Kif18a; Mettl15; Rpl35a-ps4,Bdnf; Ccdc34; Ccdc34os; Gm13912; Gm13914; Gm13915; Gm13923; Gm13924; Gm13932; Gm13937; Kcna4; Kif18a; Lgr4; Lin7c; Mettl15; Rpl35a-ps4,Arl14ep; Bbox1; Bdnf; Ccdc34; Ccdc34os; Fibin; Gm13902; Gm13904; Gm13912; Gm13914; Gm13915; Gm13923; Gm13924; Gm13932; Gm13935; Gm13937; Kcna4; Kif18a; Lgr4; Lin7c; Mettl15; Muc15; Rpl35a-ps4; Slc5a12
chr2_110191256_110200731,2:110191256-110200731,115,2,81.0,CTP13,Gm13937,Gm13937,Gm13937,Bbox1; Ccdc34; Ccdc34os; Fibin; Gm13937,Bbox1; Ccdc34; Ccdc34os; Fibin; Gm13932; Gm13935; Gm13937; Lgr4; Lin7c; Slc5a12,Ano3; Bbox1; Bdnf; Ccdc34; Ccdc34os; Fibin; Gm13924; Gm13932; Gm13935; Gm13937; Gm13941; Gm13961; Kif18a; Lgr4; Lin7c; Mettl15; Muc15; Slc5a12,Ano3; Bbox1; Bdnf; Ccdc34; Ccdc34os; Fibin; Gm13914; Gm13923; Gm13924; Gm13932; Gm13935; Gm13937; Gm13941; Gm13961; Kif18a; Lgr4; Lin7c; Mettl15; Muc15; Rpl35a-ps4; Slc5a12,Ano3; Bbox1; Bdnf; Ccdc34; Ccdc34os; Fibin; Gm13912; Gm13914; Gm13915; Gm13923; Gm13924; Gm13928; Gm13930; Gm13932; Gm13935; Gm13937; Gm13941; Gm13961; Kif18a; Lgr4; Lin7c; Mettl15; Muc15; Olfr268-ps1; Rpl35a-ps4; Slc5a12
chr2_111240147_111259892,2:111240147-111259892,123,2,82.0,CTP11,intergenic,intergenic,Gm13961,Gm13941; Gm13961,Ano3; Gm13930; Gm13941; Gm13961,Ano3; Bbox1; Fibin; Gm13928; Gm13930; Gm13935; Gm13941; Gm13961; Lpcat4; Muc15; Nutm1; Olfr268-ps1; Slc5a12,Ano3; Aven; Bbox1; Ccdc34; Ccdc34os; Chrm5; Emc4; Emc7; Fibin; Gm13928; Gm13930; Gm13932; Gm13935; Gm13937; Gm13941; Gm13961; Katnbl1; Lgr4; Lin7c; Lpcat4; Muc15; Nop10; Nutm1; Olfr268-ps1; Slc12a6; Slc5a12,Ano3; Aven; Bbox1; Bdnf; Ccdc34; Ccdc34os; Chrm5; Emc4; Emc7; Fibin; Gm13924; Gm13928; Gm13930; Gm13932; Gm13935; Gm13937; Gm13941; Gm13961; Katnbl1; Kif18a; Lgr4; Lin7c; Lpcat4; Mettl15; Muc15; Nop10; Nutm1; Olfr268-ps1; Ryr3; Slc12a6; Slc5a12
chr2_113751386_113759989,2:113751386-113759989,124,2,83.0,CTP11,Grem1,4930533B01Rik; Grem1,4930533B01Rik; Arhgap11a; Grem1; Scg5,4930533B01Rik; Arhgap11a; Gm21596; Grem1; Scg5,4930533B01Rik; A530058N18Rik; Actc1; Aqr; Arhgap11a; C130080G10Rik; Fmn1; Gjd2; Gm13964; Gm21596; Grem1; Scg5; Tmco5b; Zfp770,4930533B01Rik; A530058N18Rik; Actc1; Aqr; Arhgap11a; C130080G10Rik; Dph6; Fmn1; Gjd2; Gm13964; Gm21596; Grem1; Ryr3; Scg5; Tmco5b; Zfp770,4930533B01Rik; A530058N18Rik; Actc1; Aqr; Arhgap11a; Aven; C130080G10Rik; Chrm5; Dph6; Emc4; Emc7; Fmn1; Gjd2; Gm13964; Gm13974; Gm21596; Grem1; Katnbl1; Nop10; Nutm1; Ryr3; Scg5; Slc12a6; Tmco5b; Zfp770,4930533B01Rik; A530058N18Rik; Actc1; Aqr; Arhgap11a; Aven; BC052040; C130080G10Rik; Chrm5; Dph6; Emc4; Emc7; Fmn1; Gjd2; Gm13928; Gm13964; Gm13974; Gm21596; Grem1; Katnbl1; Lpcat4; Mir1951; Nop10; Nutm1; Olfr268-ps1; Ryr3; Scg5; Slc12a6; Tmco5b; Zfp770
chr2_116250631_116259985,2:116250631-116259985,125,2,84.0,CTP11,intergenic,intergenic,intergenic,G630016G05Rik; Meis2,G630016G05Rik; Gm13991; Meis2,BC052040; D330050G23Rik; Fam98b; G630016G05Rik; Gm13990; Gm13991; Meis2; Mir1951; Mir674; Rap1a-ps2; Spred1; Tmco5,BC052040; D330050G23Rik; Fam98b; G630016G05Rik; Gm13974; Gm13982; Gm13990; Gm13991; Meis2; Mir1951; Mir674; Rap1a-ps2; Rasgrp1; Spred1; Tmco5,4930412B13Rik; BC052040; D330050G23Rik; Dph6; Fam98b; Fsip1; G630016G05Rik; Gm13974; Gm13982; Gm13985; Gm13986; Gm13990; Gm13991; Meis2; Mir1951; Mir674; Rap1a-ps2; Rasgrp1; Spred1; Thbs1; Tmco5
chr2_118298228_118309443,2:118298228-118309443,116,2,85.0,CTP13,1700054M17Rik,1700054M17Rik; Fsip1,1700054M17Rik; Eif2ak4; Fsip1; Gpr176,1700054M17Rik; Eif2ak4; Fsip1; Gm13983; Gm13986; Gpr176; Srp14; Thbs1,1700054M17Rik; 4930412B13Rik; Ankrd63; Bmf; Bub1b; Disp2; Eif2ak4; Fsip1; Gm13983; Gm13985; Gm13986; Gm14016; Gpr176; Inafm2; Pak6; Plcb2; Srp14; Thbs1,1700054M17Rik; 4930412B13Rik; Ankrd63; Bahd1; Bmf; Bub1b; Ccdc32; Chst14; Disp2; Dnajc17; Eif2ak4; Fsip1; Gchfr; Gm13982; Gm13983; Gm13985; Gm13986; Gm14016; Gm14089; Gm14137; Gm14138; Gm14175; Gpr176; Inafm2; Ivd; Knstrn; Pak6; Plcb2; Ppp1r14d; Rad51; Rasgrp1; Rhov; Rmdn3; Rpusd2; Spint1; Srp14; Thbs1; Vps18; Zfyve19,1700054M17Rik; 4930412B13Rik; Ankrd63; Bahd1; Bmf; Bub1b; Ccdc32; Chac1; Chp1; Chst14; D330050G23Rik; Disp2; Dll4; Dnajc17; Eif2ak4; Exd1; Fam98b; Fsip1; Gchfr; Gm13982; Gm13983; Gm13985; Gm13986; Gm13990; Gm14016; Gm14089; Gm14137; Gm14138; Gm14175; Gpr176; H3f3c; Inafm2; Ino80; Itpka; Ivd; Knstrn; Ltk; Mir674; Ndufaf1; Nusap1; Oip5; Pak6; Plcb2; Ppp1r14d; Rad51; Rap1a-ps2; Rasgrp1; Rhov; Rmdn3; Rpap1; Rpusd2; Rtf1; Spint1; Spred1; Srp14; Thbs1; Tmco5; Tyro3; Vps18; Zfyve19,1700054M17Rik; 4930412B13Rik; Ankrd63; Bahd1; Bmf; Bub1b; Ccdc32; Chac1; Chp1; Chst14; D330050G23Rik; Disp2; Dll4; Dnajc17; Ehd4; Eif2ak4; Exd1; Fam98b; Fsip1; Gchfr; Gm13982; Gm13983; Gm13985; Gm13986; Gm13990; Gm13991; Gm14016; Gm14089; Gm14137; Gm14138; Gm14175; Gm28042; Gpr176; H3f3c; Inafm2; Ino80; Itpka; Ivd; Jmjd7; Knstrn; Ltk; Mapkbp1; Mga; Mir674; Ndufaf1; Nusap1; Oip5; Pak6; Pla2g4d; Pla2g4e; Plcb2; Ppp1r14d; Rad51; Rap1a-ps2; Rasgrp1; Rhov; Rmdn3; Rpap1; Rpusd2; Rtf1; Spint1; Spred1; Sptbn5; Srp14; Thbs1; Tmco5; Tyro3; Vps18; Zfyve19
chr2_118752499_118759998,2:118752499-118759998,126,2,86.0,CTP11,Inafm2,Ankrd63; Disp2; Inafm2; Plcb2,Ankrd63; Disp2; Inafm2; Knstrn; Pak6; Plcb2,Ankrd63; Bahd1; Bub1b; Chst14; Disp2; Gm14016; Inafm2; Ivd; Knstrn; Pak6; Plcb2,1700054M17Rik; Ankrd63; Bahd1; Bmf; Bub1b; Ccdc32; Chst14; Disp2; Dnajc17; Eif2ak4; Fsip1; Gchfr; Gm13983; Gm14016; Gm14089; Gm14137; Gm14138; Gpr176; Inafm2; Ivd; Knstrn; Pak6; Plcb2; Ppp1r14d; Rad51; Rmdn3; Rpusd2; Spint1; Srp14; Zfyve19,1700054M17Rik; 4930412B13Rik; Ankrd63; Bahd1; Bmf; Bub1b; Ccdc32; Chac1; Chp1; Chst14; Disp2; Dll4; Dnajc17; Eif2ak4; Exd1; Fsip1; Gchfr; Gm13983; Gm13985; Gm13986; Gm14016; Gm14089; Gm14137; Gm14138; Gm14175; Gpr176; H3f3c; Inafm2; Ino80; Itpka; Ivd; Knstrn; Ndufaf1; Nusap1; Oip5; Pak6; Plcb2; Ppp1r14d; Rad51; Rhov; Rmdn3; Rpusd2; Rtf1; Spint1; Srp14; Thbs1; Vps18; Zfyve19,1700054M17Rik; 4930412B13Rik; Ankrd63; Bahd1; Bmf; Bub1b; Ccdc32; Chac1; Chp1; Chst14; Disp2; Dll4; Dnajc17; Ehd4; Eif2ak4; Exd1; Fsip1; Gchfr; Gm13982; Gm13983; Gm13985; Gm13986; Gm14016; Gm14089; Gm14137; Gm14138; Gm14175; Gm28042; Gpr176; H3f3c; Inafm2; Ino80; Itpka; Ivd; Jmjd7; Knstrn; Ltk; Mapkbp1; Mga; Ndufaf1; Nusap1; Oip5; Pak6; Pla2g4e; Plcb2; Ppp1r14d; Rad51; Rasgrp1; Rhov; Rmdn3; Rpap1; Rpusd2; Rtf1; Spint1; Sptbn5; Srp14; Thbs1; Tyro3; Vps18; Zfyve19,1700054M17Rik; 4930412B13Rik; Ankrd63; Bahd1; Bmf; Bub1b; Capn3; Ccdc32; Chac1; Chp1; Chst14; D330050G23Rik; Disp2; Dll4; Dnajc17; Ehd4; Eif2ak4; Exd1; Fam98b; Fsip1; Ganc; Gchfr; Gm13982; Gm13983; Gm13985; Gm13986; Gm13990; Gm14016; Gm14089; Gm14137; Gm14138; Gm14175; Gm28042; Gpr176; H3f3c; Haus2; Inafm2; Ino80; Itpka; Ivd; Jmjd7; Knstrn; Lrrc57; Ltk; Mapkbp1; Mga; Mir674; Ndufaf1; Nusap1; Oip5; Pak6; Pla2g4d; Pla2g4e; Pla2g4f; Plcb2; Ppp1r14d; Rad51; Rap1a-ps2; Rasgrp1; Rhov; Rmdn3; Rpap1; Rpusd2; Rtf1; Snap23; Spint1; Spred1; Sptbn5; Srp14; Stard9; Thbs1; Tmco5; Tmem87a; Tyro3; Vps18; Vps39; Zfp106; Zfyve19
