,gene,chr,start,end
607,2310015K22Rik,chr1,80225043,80228792
608,2310016D03Rik,chr12,30410558,30467358
609,2310016D23Rik,chr1,60778842,60803790
610,2310016G11Rik,chr7,44668232,44678235
611,2310020H05Rik,chr13,99076525,99087921
612,2310022A10Rik,chr7,27553232,27582099
613,2310022B05Rik,chr8,124635765,124663369
614,2310026I22Rik,chr18,32915825,32939222
615,2310026L22Rik,chr4,138215713,138216189
616,2310030A07Rik,chr1,150320680,150346771
617,2310030G06Rik,chr9,50739690,50746521
618,2310031A07Rik,chr11,46440361,46447248
619,2310033P09Rik,chr11,59208320,59210738
620,2310034C09Rik,chr16,88758846,88759792
621,2310034O05Rik,chr5,100210691,100218049
622,2310035C23Rik,chr1,105663860,105755191
623,2310036O22Rik,chr8,85026822,85030286
624,2310039H08Rik,chr17,46772634,46773407
625,2310039L15Rik,chr10,95336275,95363216
626,2310040G24Rik,chr6,86483375,86488227
627,2310043L19Rik,chr1,177641541,177642943
628,2310043M15Rik,chr16,93792149,93794888
629,2310043O21Rik,chr15,38549343,38594934
630,2310044K18Rik,chr7,83659574,83660963
631,2310046K23Rik,chr3,92532504,92534511
632,2310047D07Rik,chr5,149231331,149237984
633,2310050C09Rik,chr3,92868358,92870216
634,2310057J18Rik,chr10,28972287,28986303
635,2310057M21Rik,chr7,131338219,131362759
636,2310057N15Rik,chr16,88773178,88774206
637,2310058D17Rik,chr11,58965747,58978050
638,2310061I04Rik,chr17,35892676,35897431
639,2310061N02Rik,chr16,88707168,88707962
640,2310065F04Rik,chr11,67112460,67120080
641,2310069B03Rik,chr6,82877863,82881853
642,2310069G16Rik,chr15,44787781,44805827
643,2310075C17Rik,chr9,112227578,112228242
644,2310079G19Rik,chr16,88626785,88627666
645,2310081O03Rik,chr4,56220616,56224521
646,2410002F23Rik,chr7,44246721,44252319
647,2410003L11Rik,chr11,97598510,97622893
648,2410004B18Rik,chr3,145938013,145944829
649,2410004I01Rik,chr11,102958299,102964387
650,2410004P03Rik,chr12,17003318,17011727
651,2410006H16Rik,chr11,62602876,62604807
652,2410012E07Rik,chr14,70852932,70873954
653,2410015M20Rik,chr17,56607451,56609771
654,2410016O06Rik,chr12,83950607,83952953
655,2410017I17Rik,chr17,36145017,36163176
656,2410018L13Rik,chr12,22953996,23010284
657,2410021H03Rik,chr17,69275361,69277208
658,2410080I02Rik,chr19,23134899,23135717
659,2410089E03Rik,chr15,8169105,8271158
660,2410124H12Rik,chr16,92478741,92497366
661,2410131K14Rik,chr5,118245226,118266093
662,2410137M14Rik,chr17,36977700,36981237
663,2410141K09Rik,chr13,66418113,66441118
664,2410152P15Rik,chr19,6617670,6674548
665,2500002B13Rik,chr8,57488053,57508877
666,2500004C02Rik,chr2,153341156,153346073
667,2510002D24Rik,chr16,18836577,18840160
668,2510009E07Rik,chr16,21649044,21694665
669,2510039O18Rik,chr4,147940894,147947314
670,2600006K01Rik,chr2,29868722,29870317
671,2610001J05Rik,chr6,13867734,13871518
672,2610002M06Rik,chrX,107782750,107816334
673,2610005L07Rik,chr8,20385781,20424814
674,2610008E11Rik,chr10,79064373,79097600
675,2610016A17Rik,chr19,25671133,25672253
676,2610020C07Rik,chr16,11203382,11225796
677,2610020F03Rik,chr16,21907921,21908777
678,2610020H08Rik,chr7,119794005,119848943
679,2610021A01Rik,chr7,41599229,41628533
680,2610027K06Rik,chr11,85791660,85832223
681,2610028E06Rik,chr4,125887850,125922417
682,2610028H24Rik,chr10,76449080,76461110
683,2610035D17Rik,chr11,113043894,113201838
684,2610035F20Rik,chr14,122470283,122475199
685,2610037D02Rik,chr15,96134818,96284495
686,2610042L04Rik,chr14,4334762,4354688
687,2610044O15Rik8,chr8,129216353,129234406
688,2610203C20Rik,chr9,41376396,41617772
689,2610203C22Rik,chr1,9560831,9631175
690,2610204G07Rik,chr13,104684930,104694994
691,2610301B20Rik,chr4,10874497,10899425
692,2610303G11Rik,chr9,98186526,98187153
693,2610305D13Rik,chr4,147611936,147642513
694,2610307P16Rik,chr13,28460033,28885620
695,2610316D01Rik,chr3,45280436,45378260
696,2610318N02Rik,chr16,17113398,17125140
697,2610507B11Rik,chr11,78261751,78290623
698,2610507I01Rik,chr11,59199835,59202385
699,2610524H06Rik,chr5,114821934,114823468
700,2610528A11Rik,chr14,37102139,37114022
701,2610528J11Rik,chr4,118526998,118530228
702,2700012I20Rik,chr9,57075215,57076013
703,2700016F22Rik,chr4,139376548,139380379
704,2700029M09Rik,chr8,60890417,60908671
705,2700033N17Rik,chr2,116066217,116067444
706,2700038G22Rik,chr5,23850596,23855038
707,2700046A07Rik,chr18,62751673,62756347
708,2700046G09Rik,chr19,32389215,32391184
709,2700049A03Rik,chr12,71136847,71243303
710,2700060E02Rik,chr14,19811401,19823823
711,2700062C07Rik,chr18,24470860,24477765
712,2700068H02Rik,chr4,106554668,106557897
713,2700069I18Rik,chr3,5177585,5220841
714,2700081O15Rik,chr19,7417624,7425904
715,2700089I24Rik,chr19,59493135,59559391
716,2700094K13Rik,chr2,84669214,84670770
717,2700097O09Rik,chr12,55045660,55080110
718,2700099C18Rik,chr17,94750099,94775132
719,2810001G20Rik,chr11,64079483,64083259
720,2810002D19Rik,chr2,94406150,94411682
721,2810004N23Rik,chr8,124839354,124863029
722,2810006K23Rik,chr5,124328088,124341844
723,2810021J22Rik,chr11,58867215,58883288
724,2810025M15Rik,chr1,157412351,157420236
725,2810029C07Rik,chr12,111572320,111574402
726,2810030D12Rik,chr8,13200719,13207714
727,2810032G03Rik,chr12,5375869,5416631
728,2810039B14Rik,chr15,75642128,75653643
729,2810049E08Rik,chr13,83891207,83928710
730,2810403A07Rik,chr3,88685802,88712924
731,2810403D21Rik,chrX,108833799,108974906
732,2810404F17Rik,chr16,95806028,95808317
733,2810404M03Rik,chr8,41827266,42046202
734,2810407A14Rik,chr16,87784074,87839293
735,2810408A11Rik,chr11,69897351,69900987
736,2810408I11Rik,chr1,64679870,64690659
737,2810410L24Rik,chr11,120185399,120189852
738,2810414N06Rik,chr1,151748948,151755018
739,2810417H13Rik,chr9,65890236,65903266
740,2810428I15Rik,chr8,70504291,70506752
741,2810429I04Rik,chr13,3478229,3501393
742,2810430I11Rik,chr2,27882924,27887052
743,2810433D01Rik,chr11,102619795,102624416
744,2810442N19Rik,chr1,162004968,162016494
745,2810455O05Rik,chr8,123838552,123840785
746,2810459M11Rik,chr1,86045862,86055456
747,2810468N07Rik,chr17,25570810,25575043
748,2810471M01Rik,chr11,28681563,28693276
749,2810474O19Rik,chr6,149309413,149335663
750,2900005J15Rik,chr5,25100982,25110109
751,2900009J06Rik,chr1,127753615,127774092
752,2900011O08Rik,chr16,13986603,14101500
753,2900026A02Rik,chr5,113086322,113221236
754,2900041M22Rik,chr11,117611246,117613857
755,2900052L18Rik,chr11,120229801,120231585
756,2900052N01Rik,chr9,46913492,46927366
757,2900055J20Rik,chr18,40256961,40257684
758,2900072N19Rik,chr2,92054988,92059369
759,2900076A07Rik,chr7,81523549,81531498
760,2900079G21Rik,chr9,112234276,112348925
761,2900089D17Rik,chr5,144241689,144256186
762,2900092C05Rik,chr7,12512516,12556323
763,3000002C10Rik,chr9,109827942,109832706
764,3010001F23Rik,chrX,152368572,152416698
765,3010003L21Rik,chr6,148944866,148947129
766,3010026O09Rik,chr11,50174443,50200115
767,3100002H09Rik,chr4,124609930,124610803
768,3100003L05Rik,chr7,124625669,124708935
769,3110001I22Rik,chr16,13671928,13678405
770,3110002H16Rik,chr18,12168716,12189997
771,3110004A20Rik,chr11,40474717,40475677
772,3110009E18Rik,chr1,120121186,120188189
773,3110018I06Rik,chr12,107488631,107489636
774,3110035E14Rik,chr1,9601198,9627143
775,3110039M20Rik,chr12,49389651,49407360
776,3110040N11Rik,chr7,81782181,81789478
777,3110043O21Rik,chr4,35191284,35226175
778,3110045C21Rik,chr1,169969408,169972396
779,3110052M02Rik,chr17,21657581,21662540
780,3110053B16Rik,chr12,20874124,20921262
781,3110056K07Rik,chr12,70991614,71015832
782,3110062M04Rik,chr6,34871770,34878060
783,3110070M22Rik,chr13,119487260,119488383
784,3110079O15Rik,chr1,87470270,87475482
785,3110082I17Rik,chr5,139359738,139460527
786,3110082J24Rik,chr5,30103583,30106086
787,3110083C13Rik,chr14,57999322,58003695
788,3110099E03Rik,chr2,115493512,115527744
789,3300002A11Rik,chr12,99341153,99361827
790,3300002I08Rik,chr2,150310934,150362765
791,3300002P13Rik,chr7,3421664,3423445
792,3300005D01Rik,chr17,5798656,5803240
793,3425401B19Rik,chr14,32659118,32685272
794,3632451O06Rik,chr14,49681559,49783383
795,3632454L22Rik,chrX,135022733,135060336
796,3830403N18Rik,chrX,56136571,56153498
797,3830406C13Rik,chr14,12284208,12303231
798,3830408C21Rik,chr13,107031962,107033673
799,3830417A13Rik,chrX,64173547,64178778
800,3830432H09Rik,chr1,119529479,119536165
801,3930402G23Rik,chr8,10924426,10928696
802,4430402I18Rik,chr19,28893041,28967800
803,4631405J19Rik,chr2,93027955,93044732
804,4631405K08Rik,chr1,193507237,193510174
805,4632404H12Rik,chr3,89767510,89773240
806,4632411P08Rik,chr5,29378698,29390488
807,4632427E13Rik,chr7,92734165,92741468
808,4632428C04Rik,chr16,30008666,30021430
809,4731419I09Rik,chr3,89337849,89347831
810,4732414G09Rik,chr11,73015855,73018841
811,4732419C18Rik,chr8,123744630,123754228
812,4732463B04Rik,chr12,84039468,84053807
813,4732465J04Rik,chr10,95746076,95797236
814,4732471J01Rik,chr7,25376818,25566417
815,4732487G21Rik,chr12,86290760,86306006
816,4732490B19Rik,chr11,113203314,113209669
817,4732491K20Rik,chr17,12318884,12327250
818,4831440E17Rik,chr5,25499066,25501541
819,4833407H14Rik,chr19,53460630,53462723
820,4833412C05Rik,chr7,67784537,67804139
821,4833413E03Rik,chr17,31557125,31559113
822,4833417C18Rik,chr11,95858864,95861044
823,4833418N02Rik,chr17,87274885,87282814
824,4833420G17Rik,chr13,119462758,119486117
825,4833422C13Rik,chr13,91701664,91741872
826,4833422M21Rik,chr15,96231869,96254684
827,4833423E24Rik,chr2,85483593,85519024
828,4833427F10Rik,chr17,35772449,35780687
829,4833427G06Rik,chr9,51081312,51102078
830,4833428L15Rik,chr9,45416625,45431232
831,4833439L19Rik,chr13,54551217,54565435
832,4921501E09Rik,chr17,33064142,33068058
833,4921504A21Rik,chr5,19202367,19226555
834,4921504E06Rik,chr2,19462836,19553914
835,4921507G05Rik,chr12,110841028,110843804
836,4921507P07Rik,chr6,50573301,50596632
837,4921508D12Rik,chr2,132424740,132452499
838,4921508M14Rik,chr12,34873729,34874828
839,4921509C19Rik,chr2,151470541,151476153
840,4921511C10Rik,chr3,79212918,79253913
841,4921511C20Rik,chrX,127394292,127395898
842,4921511H03Rik,chr5,7304118,7311491
843,4921511M17Rik,chrX,154022779,154033827
844,4921513D11Rik,chr17,79626676,79628681
845,4921513I03Rik,chr10,120765773,120778886
846,4921513I08Rik,chr7,78254295,78255421
847,4921514A10Rik,chr4,141115659,141118087
848,4921517D22Rik,chr13,59687401,59694101
849,4921518K17Rik,chr12,57585974,57618602
850,4921521D15Rik,chr3,117969129,117973526
851,4921522P10Rik,chr8,8661800,8664728
852,4921523L03Rik,chr9,107991683,107995656
853,4921524J17Rik,chr8,85408758,85432833
854,4921524L21Rik,chr18,6603632,6638966
855,4921528I07Rik,chr9,114276682,114317028
856,4921529L05Rik,chr6,53978690,54018030
857,4921530L21Rik,chr14,95881265,95882775
858,4921531C22Rik,chr2,179975992,179979013
859,4921534H16Rik,chr9,98003419,98012175
860,4921536K21Rik,chr11,3886087,3895098
861,4921539E11Rik,chr4,103230444,103290863
862,4921539H07Rik,chr3,58117052,58167616
863,4922502D21Rik,chr6,129322163,129331796
864,4922502N22Rik,chr6,139315596,139322576
865,4930401G09Rik,chr5,115358699,115360123
866,4930401O10Rik,chr11,71928470,71940122
867,4930402C01Rik,chr3,67570564,67572821
868,4930402F06Rik,chr2,35375561,35397175
869,4930402H24Rik,chr2,130706199,130906406
870,4930402K13Rik,chrX,9104561,9106342
871,4930403D09Rik,chr11,34299706,34308113
872,4930403O15Rik,chr10,20515326,20518164
873,4930404A12Rik,chr5,124721996,124725079
874,4930404H24Rik,chr2,153492789,153493841
875,4930404I05Rik,chr16,91011248,91016743
876,4930404N11Rik,chr10,81363066,81365816
877,4930405A21Rik,chr2,156714539,156720909
878,4930405D11Rik,chr11,90804691,90895149
879,4930405H06Rik,chr5,99625835,99627062
880,4930405L22Rik,chr5,45926817,45932409
881,4930405O22Rik,chr17,63305445,63312973
882,4930406D18Rik,chr3,100426404,100437754
883,4930407G08Rik,chr4,107953931,107960721
884,4930407I10Rik,chr15,82059150,82066538
885,4930408K08Rik,chr3,109078589,109080414
886,4930408O17Rik,chr12,104865329,104871524
887,4930412B13Rik,chr2,117821927,117909136
888,4930412C18Rik,chr4,9770584,9823411
889,4930412E21Rik,chr3,23461049,23521398
890,4930412F09Rik,chr6,30896898,30943470
891,4930412L05Rik,chr4,53205065,53217857
892,4930412M03Rik,chr11,60112218,60115230
893,4930412O13Rik,chr2,9881251,9883921
894,4930413E15Rik,chr5,118952338,118961261
895,4930415F15Rik,chr11,11462093,11515192
896,4930415L06Rik,chrX,89930097,89932852
897,4930415O20Rik,chr15,98571003,98589588
898,4930417H01Rik,chr2,122702046,122721456
899,4930417O13Rik,chr6,125265475,125287286
900,4930417O22Rik,chr11,101952420,101960573
901,4930419G24Rik,chr3,33024776,33088607
902,4930422M22Rik,chr9,99299006,99304675
903,4930423M02Rik,chr4,5632327,5642284
904,4930425K10Rik,chr5,67933609,67943083
905,4930425L21Rik,chr6,135658912,135684527
906,4930425O10Rik,chr3,138711534,138726984
907,4930426D05Rik,chr18,21651447,21656105
908,4930426I24Rik,chr12,76402756,76403654
909,4930426L09Rik,chr2,18998342,18999801
910,4930427A07Rik,chr12,113156420,113166048
911,4930428N03Rik,chr14,24622137,24629200
912,4930428O21Rik,chr5,107698211,107703480
913,4930429D17Rik,chr5,103230374,103299029
914,4930429F24Rik,chr9,79793640,79803235
915,4930429H19Rik,chr7,73310379,73315193
916,4930429P21Rik,chr9,107351275,107353986
917,4930430A15Rik,chr2,111162060,111229602
918,4930430F08Rik,chr10,100572273,100589259
919,4930431F12Rik,chr5,44966199,44978805
920,4930431L21Rik,chr3,33866812,33897584
921,4930431P03Rik,chr14,44955216,44961307
922,4930432B10Rik,chr10,11244789,11281221
923,4930432E11Rik,chr7,29558578,29582169
924,4930432H08Rik,chr5,106364560,106366849
925,4930432K21Rik,chr8,84148024,84172590
926,4930432L08Rik,chr5,76331237,76341885
927,4930432M17Rik,chr3,121670761,121682982
928,4930433B08Rik,chr3,18468286,18480477
929,4930433I11Rik,chr7,40987542,40995435
930,4930433J02Rik,chr1,185086101,185091319
931,4930433N12Rik,chr9,3133846,3199799
932,4930434B07Rik,chr1,90153627,90159462
933,4930435E12Rik,chr16,38812204,38828749
934,4930438E09Rik,chr14,67332041,67397742
935,4930439A04Rik,chr1,37329666,37334172
936,4930440C22Rik,chr1,94797082,94802472
937,4930440I19Rik,chr2,78051176,78194430
938,4930441H08Rik,chr7,71909692,71939191
939,4930441J16Rik,chr2,74298939,74307717
940,4930442H23Rik,chr10,81182604,81183849
941,4930442J19Rik,chr2,151301973,151316247
942,4930442L01Rik,chr3,96829825,96832096
943,4930443O20Rik,chr2,85073613,85086461
944,4930444A19Rik,chr1,54681728,54767524
945,4930444E06Rik,chr2,144243240,144244849
946,4930444G20Rik,chr10,22066306,22068079
947,4930444M15Rik,chr14,76514557,76520855
948,4930444P10Rik,chr1,16065978,16093325
949,4930445B16Rik,chr2,96987017,97083561
950,4930445N08Rik,chr2,74579075,74584544
951,4930445N18Rik,chr18,82855893,82870604
952,4930447A16Rik,chr15,37425553,37440644
953,4930447C04Rik,chr12,72881108,72940774
954,4930447F04Rik,chrX,66303360,66304224
955,4930447F24Rik,chr9,108133717,108138567
956,4930447M23Rik,chr2,19344316,19351050
957,4930447N08Rik,chr3,122761954,122802048
958,4930448A20Rik,chr7,126740628,126742181
959,4930448D08Rik,chr18,69969676,69972366
960,4930448E22Rik,chr9,46326390,46329413
961,4930448I06Rik,chr1,41167586,41181252
962,4930448I18Rik,chr5,50151332,50156095
963,4930448N21Rik,chr8,47294271,47446362
964,4930449A18Rik,chr3,59777808,59846817
965,4930449E01Rik,chr14,105498787,105505629
966,4930449I24Rik,chr5,146502398,146505183
967,4930451E10Rik,chr13,55775135,55784505
968,4930451G09Rik,chr16,4968935,4978962
969,4930451I11Rik,chr7,126830467,126831639
970,4930452B06Rik,chr14,8431191,8666240
971,4930452N14Rik,chr1,154241520,154256906
972,4930453H23Rik,chrX,21206579,21221665
973,4930453N24Rik,chr16,64751750,64771161
974,4930453O03Rik,chr1,88347488,88352930
975,4930455B14Rik,chr14,8666389,8673378
976,4930455D15Rik,chr18,32663641,32837287
977,4930455G09Rik,chr4,142017897,142028996
978,4930455H04Rik,chr3,116968266,116984406
979,4930456L15Rik,chr4,103290958,103311832
980,4930458D05Rik,chr5,100840796,100847167
981,4930459L07Rik,chr5,58443238,58452999
982,4930461C15Rik,chr16,58404877,58408276
983,4930461G14Rik,chr9,58455172,58469623
984,4930463O16Rik,chr10,84488292,84497435
985,4930465M20Rik,chr12,107723739,107735496
986,4930466I24Rik,chr6,92012393,92016117
987,4930467D21Rik,chr5,97392416,97642179
988,4930467K11Rik,chr10,57478380,57486353
989,4930469G21Rik,chr1,161154557,161159314
990,4930469K13Rik,chr11,33973960,34098554
991,4930470G03Rik,chr13,21440470,21445934
992,4930470P17Rik,chr2,170579417,170602017
993,4930471C04Rik,chr14,64099294,64104235
994,4930471C06Rik,chr4,127474847,127476840
995,4930471D02Rik,chr10,93897157,93901956
996,4930471M09Rik,chr6,91430459,91440912
997,4930473A02Rik,chr2,130543790,130563749
998,4930473D10Rik,chr10,114757746,114785104
999,4930474H06Rik,chr12,71317620,71321660
1000,4930474N05Rik,chr14,36094916,36100114
1001,4930477E14Rik,chr3,96401149,96402014
1002,4930478K11Rik,chr12,108313778,108328030
1003,4930478P22Rik,chr5,35361540,35367677
1004,4930479D17Rik,chr6,146657217,146665403
1005,4930480E11Rik,chrX,78369642,78371128
1006,4930480K15Rik,chr17,90861168,90867102
1007,4930480K23Rik,chr14,69732783,69767113
1008,4930481A15Rik,chr19,5406739,5422847
1009,4930481B07Rik,chr3,95015624,95020138
1010,4930483J18Rik,chr15,81190773,81192763
1011,4930483K19Rik,chr10,76545870,76562226
1012,4930486I03Rik,chr1,20356451,20392300
1013,4930486L24Rik,chr13,60842620,60864416
1014,4930487D11Rik,chr5,38344434,38349197
1015,4930488B22Rik,chr1,184712496,184718989
1016,4930500F04Rik,chr5,149847746,149864280
1017,4930500F10Rik,chr9,106247959,106249413
1018,4930500L23Rik,chr5,139523748,139541339
1019,4930502E09Rik,chr11,84829177,84830868
1020,4930502E18Rik,chrX,53724825,53738441
1021,4930503B20Rik,chr3,146645192,146651317
1022,4930503E14Rik,chr14,44163168,44171371
1023,4930503L19Rik,chr18,70453139,70472480
1024,4930503O07Rik,chr1,194212186,194222759
1025,4930504D19Rik,chr6,84535875,84536321
1026,4930504O13Rik,chr11,58446148,58452923
1027,4930505A04Rik,chr11,30426005,30471827
1028,4930505G20Rik,chr14,115396550,115409552
1029,4930505K14Rik,chr5,148777962,148783080
1030,4930505M18Rik,chr7,37669798,37672347
1031,4930505N22Rik,chr19,45998136,46013386
1032,4930505O20Rik,chr8,80511841,80514473
1033,4930506C21Rik,chr17,8293365,8311080
1034,4930507D05Rik,chr10,62449488,62451322
1035,4930507D10Rik,chr11,80850380,80858300
1036,4930509E16Rik,chr9,72518249,72531858
1037,4930509G22Rik,chr16,11178175,11192292
1038,4930509J09Rik,chr3,73351205,73481651
1039,4930509K18Rik,chr4,40313231,40317719
1040,4930510E17Rik,chr9,53264614,53280985
1041,4930511A02Rik,chr12,11438232,11444812
1042,4930511E03Rik,chr6,94943833,94951545
1043,4930511M06Rik,chr18,57373454,57552397
1044,4930511M18Rik,chr3,92102577,92142736
1045,4930511O05Rik,chr13,27292615,27306032
1046,4930512B01Rik,chr12,69790287,69840479
1047,4930512H18Rik,chr8,61849005,61922834
1048,4930512M02Rik,chr11,11589222,11627835
1049,4930513D17Rik,chr5,39461748,39603574
1050,4930513N10Rik,chr8,95806829,95821728
1051,4930513O06Rik,chrX,139086242,139093405
1052,4930515B02Rik,chr4,140872692,140878055
1053,4930515L19Rik,chrX,46267558,46328911
1054,4930516B21Rik,chr9,119440277,119444830
1055,4930516K23Rik,chr7,103998799,104137405
1056,4930517E11Rik,chr2,124123635,124129956
1057,4930517L18Rik,chr18,37618905,37619766
1058,4930518C09Rik,chr5,48003064,48005707
1059,4930518I15Rik,chr2,156856615,156857946
1060,4930519A11Rik,chr12,12902719,12907251
1061,4930519D14Rik,chr13,30615042,30624259
1062,4930519F09Rik,chr10,28880920,28923507
1063,4930519F16Rik,chrX,103182970,103311782
1064,4930519F24Rik,chr9,100022299,100034672
1065,4930519G04Rik,chr5,114853663,114883880
1066,4930519H02Rik,chr5,15863927,15883829
1067,4930519L02Rik,chr3,143017659,143040752
1068,4930519P11Rik,chr2,154612936,154613437
1069,4930520M14Rik,chr5,139215468,139216356
1070,4930520O04Rik,chr9,114368302,114377229
1071,4930521E06Rik,chr1,44739675,44744949
1072,4930522H14Rik,chr4,109505336,109531297
1073,4930522L14Rik,chr5,109735989,109751886
